;Data da Venda;Nome do Produto;Nome da Loja;Quantidade Vendida;ID Loja
760906;2017-10-13;Fabrikam SLR Camera X146 Black;Loja Contoso Austin ;10;86
761699;2017-10-13;Adventure Works CRT17 E105 Black;Loja Contoso Austin ;5;86
761748;2017-10-13;Contoso Dual USB Power Adapter - power adapter E300 Black;Loja Contoso Austin ;5;86
761780;2017-10-13;SV USB Data Cable E600 Pink;Loja Contoso Austin ;5;86
762003;2017-10-13;SV 16xDVD M360 Silver;Loja Contoso Austin ;10;86
763401;2017-10-13;"Adventure Works 19"" Portable LCD HDTV M110 Black";Loja Contoso Austin ;10;86
763418;2017-10-13;The Phone Company PDA Phone Unlocked 3.7 inches M510 White;Loja Contoso Austin ;10;86
763460;2017-10-13;The Phone Company PDA Wifi 4.7-inch L290 Black;Loja Contoso Austin ;10;86
763847;2017-10-13;Proseware Projector 480p DLP12 Silver;Loja Contoso Austin ;10;86
764676;2017-10-14;WWI Desktop PC3.0 M0300 Silver;Loja Contoso Austin ;30;86
764927;2017-10-14;"Adventure Works 13"" Color TV E25 Black";Loja Contoso Austin ;5;86
764963;2017-10-14;NT Wireless Bluetooth Stereo Headphones E302 Silver;Loja Contoso Austin ;5;86
765147;2017-10-14;Fabrikam SLR Camera X146 Black;Loja Contoso Austin ;10;86
765191;2017-10-14;SV 16xDVD M320 Silver;Loja Contoso Austin ;10;86
765393;2017-10-14;SV DVD 14-Inch Player Portable L100 Black;Loja Contoso Austin ;10;86
765411;2017-10-14;A. Datum Full Frame Digital Camera X300 Orange;Loja Contoso Austin ;10;86
766169;2017-10-14;SV Car Video AM/FM E1000 Silver;Loja Contoso Austin ;5;86
766259;2017-10-14;A. Datum Slim Digital Camera M180 Pink;Loja Contoso Austin ;5;86
767273;2017-10-15;"The Phone Company Touch Screen Phones 26-2.2"" M200 Gold";Loja Contoso Austin ;10;86
767276;2017-10-15;A. Datum Point n' Shoot Digital Camera M500 Grey;Loja Contoso Austin ;10;86
767359;2017-10-15;Contoso Mouse Lock Bundle E200 Grey;Loja Contoso Austin ;5;86
767391;2017-10-15;Adventure Works Desktop PC1.80 ED180 Silver;Loja Contoso Austin ;30;86
767790;2017-10-15;Proseware LCD17W E202 White;Loja Contoso Austin ;5;86
767888;2017-10-15;Contoso 90W AC/DC Power Adapter E300 Grey;Loja Contoso Austin ;5;86
768477;2017-10-15;SV DVD 48 DVD Storage Binder M50 Black;Loja Contoso Austin ;10;86
768638;2017-10-15;Proseware Wireless Photo All-in-One Printer M390 Grey;Loja Contoso Austin ;10;86
769278;2017-10-15;"Adventure Works 20"" Analog CRT TV E45 Silver";Loja Contoso Austin ;5;86
769425;2017-10-15;Contoso Power Inverter - DC to AC power inverter E900 Black;Loja Contoso Austin ;5;86
770071;2017-10-15;Proseware Laser Jet All in one X300 Grey;Loja Contoso Austin ;10;86
770864;2017-10-16;Contoso In-Line Coupler E180 Silver;Loja Contoso Austin ;100;86
771233;2017-10-16;Adventure Works CRT15 E101 White;Loja Contoso Austin ;5;86
771460;2017-10-16;SV Car Video TFT7 M7001 Brown;Loja Contoso Austin ;10;86
771480;2017-10-16;The Phone Company PDA Wifi 4.7-inch L290 White;Loja Contoso Austin ;10;86
771542;2017-10-16;Contoso behind Centrex X15 Black;Loja Contoso Austin ;10;86
771555;2017-10-16;Contoso Phone with 13-Number Memory (210) M301 Grey;Loja Contoso Austin ;10;86
772896;2017-10-16;Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green;Loja Contoso Austin ;10;86
773126;2017-10-16;SV DVD 60 DVD Storage Binder L20 Red;Loja Contoso Austin ;10;86
773251;2017-10-16;Contoso DVD Recorder L210 Silver;Loja Contoso Austin ;10;86
773454;2017-10-17;Contoso Single-line phones E10 Grey;Loja Contoso Austin ;5;86
774739;2017-10-17;Litware Home Theater System 5.1 Channel M515 Silver;Loja Contoso Austin ;10;86
774887;2017-10-17;Contoso Hybrid system M60 Grey;Loja Contoso Austin ;10;86
774894;2017-10-17;Contoso DVD 60 DVD Storage Binder L20 Black;Loja Contoso Austin ;10;86
774910;2017-10-17;Proseware Projector 1080p LCD86 Silver;Loja Contoso Austin ;10;86
775048;2017-10-17;SV Car Video LCD7W M7082 Brown;Loja Contoso Austin ;10;86
775603;2017-10-17;A. Datum Advanced Digital Camera M300 Green;Loja Contoso Austin ;20;86
775790;2017-10-17;Contoso Bright Light battery E20 blue;Loja Contoso Austin ;5;86
776417;2017-10-17;Fabrikam Trendsetter 1/3'' 8.5mm X200 Black;Loja Contoso Austin ;10;86
777321;2017-10-18;Contoso Home Theater System 2.1 Channel E1220 White;Loja Contoso Austin ;5;86
777392;2017-10-18;Contoso Rechargeable Battery E100 Black;Loja Contoso Austin ;5;86
778056;2017-10-18;"A. Datum SLR Camera 35"" X358 Black";Loja Contoso Austin ;10;86
778232;2017-10-18;Proseware Projector 720p LCD56 White;Loja Contoso Austin ;10;86
778845;2017-10-18;"Adventure Works 20"" CRT TV E15 Black";Loja Contoso Austin ;5;86
778856;2017-10-18;Contoso Rechargeable Li-Ion Battery Pack E300 Black;Loja Contoso Austin ;5;86
778892;2017-10-18;The Phone Company Touch Screen Phones - CRT M11 Gold;Loja Contoso Austin ;5;86
778984;2017-10-18;SV 8xDVD E140 Silver;Loja Contoso Austin ;5;86
779230;2017-10-18;The Phone Company PDA Palm 4.7 inch L850 Silver;Loja Contoso Austin ;10;86
779822;2017-10-19;WWI 2GB Pulse Smart pen M100 Black;Loja Contoso Austin ;10;86
780558;2017-10-19;Contoso Optical Wheel OEM PS/2 Mouse E60 Silver;Loja Contoso Austin ;5;86
780582;2017-10-19;Contoso 2G MP3 Player E200 Red;Loja Contoso Austin ;5;86
780916;2017-10-19;"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey";Loja Contoso Austin ;10;86
781106;2017-10-19;"Fabrikam Trendsetter 1"" 25mm X400 Blue";Loja Contoso Austin ;10;86
781150;2017-10-19;SV DVD 55DVD Storage Binder M56 Red;Loja Contoso Austin ;10;86
781866;2017-10-19;The Phone Company Smart phones without camera E100 Gold;Loja Contoso Austin ;5;86
781919;2017-10-19;Contoso Screen 100in E010 Black;Loja Contoso Austin ;5;86
782116;2017-10-19;SV 8xDVD E140 Black;Loja Contoso Austin ;5;86
782334;2017-10-19;Fabrikam Business Videographer 1'' 25mm M600 Black;Loja Contoso Austin ;10;86
782536;2017-10-19;SV Car Video LCD7 M7002 Silver;Loja Contoso Austin ;10;86
782970;2017-10-20;Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 Grey;Loja Contoso Austin ;10;86
782975;2017-10-20;Contoso Home Theater System 5.1 Channel M1500 White;Loja Contoso Austin ;10;86
783749;2017-10-20;SV 40GB USB2.0 Portable Hard Disk E400 Blue;Loja Contoso Austin ;5;86
784075;2017-10-20;Contoso In front of Centrex L15 Grey;Loja Contoso Austin ;10;86
784101;2017-10-20;Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White;Loja Contoso Austin ;10;86
784235;2017-10-20;"Contoso SLR Camera 35"" X358 Silver Grey";Loja Contoso Austin ;10;86
784424;2017-10-20;Contoso Pen Touch Screen Phones M320 Black;Loja Contoso Austin ;10;86
785092;2017-10-20;Fabrikam Social Videographer 1/3'' 8.5mm E200 Black;Loja Contoso Austin ;5;86
785141;2017-10-20;"Adventure Works 20"" CRT TV E15 Silver";Loja Contoso Austin ;5;86
785438;2017-10-20;"Fabrikam Independent Filmmaker 1/3"" 8.5mm X200 Blue";Loja Contoso Austin ;10;86
785479;2017-10-20;"Fabrikam Business Videographer 2/3"" 17mm M280 Blue";Loja Contoso Austin ;10;86
785745;2017-10-20;SV DVD 48 DVD Storage Binder M50 Black;Loja Contoso Austin ;10;86
787606;2017-10-21;A. Datum All in One Digital Camera M200 Grey;Loja Contoso Austin ;10;86
788184;2017-10-21;Contoso USB Cable M250 White;Loja Contoso Austin ;20;86
788261;2017-10-21;A. Datum SLR Camera M136 Silver;Loja Contoso Austin ;5;86
788436;2017-10-21;NT Wireless Bluetooth Stereo Headphones E302 Black;Loja Contoso Austin ;5;86
788964;2017-10-21;The Phone Company Smart phones Expert M400 Grey;Loja Contoso Austin ;10;86
789048;2017-10-21;Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey;Loja Contoso Austin ;10;86
789059;2017-10-21;WWI Projector 720p LCD56 White;Loja Contoso Austin ;10;86
789989;2017-10-22;NT Wireless Bluetooth Stereo Headphones E102 Silver;Loja Contoso Austin ;5;86
790025;2017-10-22;Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Grey;Loja Contoso Austin ;5;86
790061;2017-10-22;Litware Home Theater System 2.1 Channel E212 Brown;Loja Contoso Austin ;5;86
790308;2017-10-22;Contoso SLR Camera X144 Gold;Loja Contoso Austin ;10;86
790350;2017-10-22;Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 White;Loja Contoso Austin ;10;86
790422;2017-10-22;Contoso behind Centrex X15 Grey;Loja Contoso Austin ;10;86
791174;2017-10-22;Contoso Touch Stylus Pen E150 Red;Loja Contoso Austin ;100;86
791473;2017-10-22;SV PCI Network Adapter E904 Silver;Loja Contoso Austin ;5;86
792118;2017-10-22;Proseware Projector 720p DLP56 Black;Loja Contoso Austin ;10;86
792401;2017-10-23;The Phone Company PDA Handheld 3.5 inch M610 Silver;Loja Contoso Austin ;10;86
792979;2017-10-23;Adventure Works Desktop PC1.80 ED182 Brown;Loja Contoso Austin ;30;86
793064;2017-10-23;The Phone Company Finger Touch Screen Phones M30 Grey;Loja Contoso Austin ;5;86
793755;2017-10-23;Proseware Color Ink Jet Fax, Copier, Phone M250 Black;Loja Contoso Austin ;10;86
793798;2017-10-23;A. Datum Point n' Shoot Digital Camera M500 Azure;Loja Contoso Austin ;10;86
793806;2017-10-23;The Phone Company Smart phones Expert M400 Pink;Loja Contoso Austin ;10;86
793876;2017-10-23;WWI Projector 480p LCD12 White;Loja Contoso Austin ;10;86
794940;2017-10-23;The Phone Company PDA Phone Unlocked 4.7 inches L550 Black;Loja Contoso Austin ;10;86
794976;2017-10-23;Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 White;Loja Contoso Austin ;10;86
795080;2017-10-23;Contoso Home Theater System 4.1 Channel M1420 Black;Loja Contoso Austin ;10;86
795271;2017-10-23;Contoso Home Theater System 2.1 Channel M1210 Black;Loja Contoso Austin ;10;86
796604;2017-10-24;Contoso Telephoto Conversion Lens M350 Silver;Loja Contoso Austin ;10;86
796783;2017-10-24;Contoso Notebook Peripheral Kit M69 Black;Loja Contoso Austin ;10;86
796940;2017-10-24;A. Datum Point n' Shoot Digital Camera M500 Grey;Loja Contoso Austin ;10;86
796992;2017-10-24;Fabrikam Trendsetter 1/3'' 8.5mm X200 Black;Loja Contoso Austin ;10;86
797828;2017-10-24;SV Car Video TFT6.2W E6281 Black;Loja Contoso Austin ;5;86
797835;2017-10-24;Contoso General Carrying Case E304 White;Loja Contoso Austin ;5;86
798116;2017-10-24;Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey;Loja Contoso Austin ;10;86
798314;2017-10-24;A. Datum Full Frame Digital Camera X300 Grey;Loja Contoso Austin ;10;86
798436;2017-10-24;WWI Projector 480p DLP12 Silver;Loja Contoso Austin ;10;86
799485;2017-10-25;Proseware Ink Jet Fax Machine E100 White;Loja Contoso Austin ;5;86
800081;2017-10-25;"Fabrikam SLR Camera 35"" X358 Gold";Loja Contoso Austin ;10;86
800096;2017-10-25;Fabrikam Trendsetter 1/3'' 8.5mm X200 Black;Loja Contoso Austin ;10;86
800107;2017-10-25;A. Datum All in One Digital Camera M200 Pink;Loja Contoso Austin ;10;86
800175;2017-10-25;Contoso Projector 480p M481 Black;Loja Contoso Austin ;10;86
800911;2017-10-25;SV Car Video TFT6.2W E6280 Silver;Loja Contoso Austin ;5;86
800929;2017-10-25;WWI 1GB Pulse Smart pen E50 Silver;Loja Contoso Austin ;5;86
801186;2017-10-25;Proseware Laser Fax Printer M250 Green;Loja Contoso Austin ;10;86
801223;2017-10-25;Fabrikam Budget Movie-Maker 1/2'' 3mm E300 Black;Loja Contoso Austin ;10;86
802410;2017-10-26;A. Datum Point n' Shoot Digital Camera M500 Azure;Loja Contoso Austin ;20;86
802491;2017-10-26;A. Datum SLR Camera M140 Pink;Loja Contoso Austin ;5;86
802945;2017-10-26;The Phone Company Smart phones 8 GB of Memory M400 Pink;Loja Contoso Austin ;10;86
803089;2017-10-26;SV DVD 12-Inch Player Portable M400 Silver;Loja Contoso Austin ;10;86
803128;2017-10-26;A. Datum Bridge Digital Camera M300 Green;Loja Contoso Austin ;10;86
803772;2017-10-26;Contoso Original K1m Li-Ion Standard Battery E170 Black;Loja Contoso Austin ;100;86
804058;2017-10-26;Contoso USB Wave Multi-media Keyboard E280 White;Loja Contoso Austin ;5;86
804504;2017-10-26;Contoso behind Centrex X15 Black;Loja Contoso Austin ;10;86
804690;2017-10-26;Contoso DVD Recorder L220 White;Loja Contoso Austin ;10;86
805994;2017-10-27;"Fabrikam Social Videographer 1/2"" 3mm E300 Orange";Loja Contoso Austin ;10;86
806387;2017-10-27;"Fabrikam SLR Camera 35"" X358 Grey";Loja Contoso Austin ;10;86
806950;2017-10-27;WWI Desktop PC1.80 E1801 White;Loja Contoso Austin ;15;86
807048;2017-10-27;WWI Screen 100in M1609 White;Loja Contoso Austin ;5;86
807243;2017-10-27;"Fabrikam Social Videographer 1/3"" 8.5mm E200 Blue";Loja Contoso Austin ;5;86
807720;2017-10-27;Contoso DVD 9-Inch Player Portable M300 White;Loja Contoso Austin ;10;86
807929;2017-10-28;Proseware Ink Jet All in one M300 Grey;Loja Contoso Austin ;10;86
808291;2017-10-28;Adventure Works CRT17 E105 Black;Loja Contoso Austin ;5;86
808894;2017-10-28;SV 40GB USB2.0 Portable Hard Disk E400 Yellow;Loja Contoso Austin ;5;86
809498;2017-10-28;Adventure Works Laptop12 M1201 Silver;Loja Contoso Austin ;10;86
809691;2017-10-28;"Fabrikam Business Videographer 1/2"" 3mm M500 Orange";Loja Contoso Austin ;10;86
810838;2017-10-28;Proseware All-In-One Photo Printer M200 White;Loja Contoso Austin ;10;86
811383;2017-10-29;The Phone Company Smart phones Unlocked International M800 White;Loja Contoso Austin ;10;86
811402;2017-10-29;A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure;Loja Contoso Austin ;10;86
811984;2017-10-29;Proseware LCD15 E103 Black;Loja Contoso Austin ;5;86
812039;2017-10-29;SV 80GB USB2.0 Portable Hard Disk E500 Yellow;Loja Contoso Austin ;5;86
812058;2017-10-29;"Fabrikam SLR Camera 35"" M358 Black";Loja Contoso Austin ;5;86
812516;2017-10-29;Contoso SLR Camera M144 Silver Grey;Loja Contoso Austin ;10;86
812642;2017-10-29;"Contoso SLR Camera 35"" X358 Orange";Loja Contoso Austin ;10;86
813653;2017-10-29;Contoso 4GB Flash MP3 Player E401 Silver;Loja Contoso Austin ;5;86
813656;2017-10-29;NT Wireless Bluetooth Stereo Headphones E302 Yellow;Loja Contoso Austin ;5;86
814426;2017-10-30;Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Black;Loja Contoso Austin ;10;86
814493;2017-10-30;Proseware Photo Ink Jet Printer M100 White;Loja Contoso Austin ;10;86
814527;2017-10-30;A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure;Loja Contoso Austin ;10;86
814569;2017-10-30;The Phone Company Smart phones 8 GB of Memory M400 Gold;Loja Contoso Austin ;10;86
815189;2017-10-30;Contoso 90W AC/DC Power Adapter E300 Grey;Loja Contoso Austin ;5;86
816019;2017-10-30;Proseware Ink Jet All in one M300 Grey;Loja Contoso Austin ;10;86
816084;2017-10-30;A. Datum Ultra Compact Digital Camera M190 Silver;Loja Contoso Austin ;5;86
816116;2017-10-30;Adventure Works Desktop PC1.80 ED182 Brown;Loja Contoso Austin ;30;86
816642;2017-10-30;SV 40GB USB2.0 Portable Hard Disk E400 Blue;Loja Contoso Austin ;5;86
817502;2017-10-31;Adventure Works CRT17 E105 White;Loja Contoso Austin ;5;86
818237;2017-10-31;"Adventure Works 20"" Analog CRT TV E45 White";Loja Contoso Austin ;5;86
818367;2017-10-31;Contoso USB Wave Multi-media Keyboard E280 Black;Loja Contoso Austin ;5;86
818375;2017-10-31;SV 2GB Laptop memory E800 Silver;Loja Contoso Austin ;5;86
818432;2017-10-31;Proseware Ink Jet Fax Machine E100 Grey;Loja Contoso Austin ;5;86
818637;2017-10-31;Contoso SLR Camera M145 Blue;Loja Contoso Austin ;10;86
818840;2017-10-31;Contoso Touch Screen Phones SAW/On-wall M806 Black;Loja Contoso Austin ;10;86
819645;2017-10-31;Contoso Single-line phones E10 Grey;Loja Contoso Austin ;5;86
819681;2017-10-31;Contoso Screen 80in E080 White;Loja Contoso Austin ;5;86
820293;2017-10-31;"Contoso SLR Camera 35"" X358 Black";Loja Contoso Austin ;10;86
820925;2017-11-01;Contoso DVD 15-Inch Player Portable L200 Black;Loja Contoso Austin ;13;86
821252;2017-11-01;Contoso Rechargeable Li-Ion Battery Pack E300 Black;Loja Contoso Austin ;6;86
821322;2017-11-01;SV Car Video AM/FM E1000 Black;Loja Contoso Austin ;6;86
821342;2017-11-01;The Phone Company Touch Screen Phones - LCD M12 Gold;Loja Contoso Austin ;6;86
821735;2017-11-01;WWI LCD19 E107 Black;Loja Contoso Austin ;6;86
822103;2017-11-01;Fabrikam Budget Moviemaker 1'' 25mm E400 Grey;Loja Contoso Austin ;13;86
822807;2017-11-01;WWI Projector 480p LCD12 White;Loja Contoso Austin ;13;86
823510;2017-11-02;Contoso Home Theater System 5.1 Channel M1530 Silver;Loja Contoso Austin ;13;86
823516;2017-11-02;Contoso USB Cable M250 Yellow;Loja Contoso Austin ;13;86
823815;2017-11-02;A. Datum Ultra Compact Digital Camera M190 Green;Loja Contoso Austin ;6;86
824348;2017-11-02;"Fabrikam SLR Camera 35"" M358 Gold";Loja Contoso Austin ;6;86
824695;2017-11-02;A. Datum Consumer Digital Camera E100 Silver;Loja Contoso Austin ;13;86
825054;2017-11-02;Adventure Works LCD17W E203 Black;Loja Contoso Austin ;6;86
825067;2017-11-02;Contoso Carrying Case E312 Silver;Loja Contoso Austin ;6;86
825074;2017-11-02;Proseware Photo Inkjet Printer E290 Black;Loja Contoso Austin ;6;86
825747;2017-11-03;Contoso 90W AC/DC Power Adapter E300 Black;Loja Contoso Austin ;6;86
826006;2017-11-03;Proseware High Speed Laser Fax M2000 Grey;Loja Contoso Austin ;13;86
826089;2017-11-03;WWI Projector 480p LCD12 Silver;Loja Contoso Austin ;13;86
827350;2017-11-03;The Phone Company PDA Wifi 3.7-inch M250 White;Loja Contoso Austin ;13;86
827394;2017-11-03;Proseware Color Ink Jet Fax, Copier, Phone M250 Black;Loja Contoso Austin ;13;86
827688;2017-11-03;Contoso Optical Wheel OEM PS/2 Mouse E60 White;Loja Contoso Austin ;6;86
827695;2017-11-03;Contoso Dual Handset Cordless Phone System E20 Grey;Loja Contoso Austin ;6;86
827706;2017-11-03;SV Keyboard E90 Silver;Loja Contoso Austin ;6;86
827751;2017-11-03;Contoso Mini Battery Charger Kit E320 Red;Loja Contoso Austin ;6;86
828357;2017-11-04;Contoso Car power adapter M90 Grey;Loja Contoso Austin ;13;86
828735;2017-11-04;Contoso 8GB Clock & Radio MP3 Player X850 Green;Loja Contoso Austin ;13;86
828765;2017-11-04;Fabrikam Budget Movie-Maker 2/3'' 17mm E100 Black;Loja Contoso Austin ;13;86
829084;2017-11-04;Contoso Desktop Alternative Bundle E200 Grey;Loja Contoso Austin ;6;86
829499;2017-11-04;Litware Home Theater System 5.1 Channel M515 Brown;Loja Contoso Austin ;13;86
829651;2017-11-04;WWI Desktop PC1.80 E1801 Brown;Loja Contoso Austin ;18;86
830245;2017-11-04;Contoso DVD 38 DVD Storage Binder E25 Silver;Loja Contoso Austin ;6;86
830331;2017-11-04;Contoso Phone with Memory Dialing-single line E88 Black;Loja Contoso Austin ;6;86
831327;2017-11-05;A. Datum Bridge Digital Camera M300 Azure;Loja Contoso Austin ;13;86
831644;2017-11-05;Fabrikam SLR Camera M146 Black;Loja Contoso Austin ;6;86
831686;2017-11-05;Contoso Dual Handset Cordless Phone System  E20 Black;Loja Contoso Austin ;6;86
831702;2017-11-05;NT Wireless Bluetooth Stereo Headphones E302 White;Loja Contoso Austin ;6;86
831703;2017-11-05;Contoso 2G MP3 Player E200 Silver;Loja Contoso Austin ;6;86
831704;2017-11-05;Contoso 90W AC/DC Power Adapter E300 Black;Loja Contoso Austin ;6;86
832524;2017-11-05;Proseware All-In-One Photo Printer M200 White;Loja Contoso Austin ;13;86
832876;2017-11-05;SV 512MB Laptop memory E800 Silver;Loja Contoso Austin ;6;86
832931;2017-11-05;Contoso DVD 7-Inch Player Portable E200 White;Loja Contoso Austin ;6;86
834043;2017-11-06;Contoso Home Theater System 5.1 Channel M1500 Silver;Loja Contoso Austin ;13;86
834067;2017-11-06;A. Datum Advanced Digital Camera M300 Silver;Loja Contoso Austin ;13;86
834113;2017-11-06;Proseware Ink Jet Wireless All-In-One Printer M400 Green;Loja Contoso Austin ;13;86
834389;2017-11-06;Fabrikam Laptop8.9 E0800 Silver;Loja Contoso Austin ;6;86
834802;2017-11-06;Fabrikam Business Videographer 2/3'' 17mm M280 Black;Loja Contoso Austin ;13;86
834821;2017-11-06;Contoso Digital camera accessory kit M200 Grey;Loja Contoso Austin ;13;86
835223;2017-11-06;Proseware Professional Quality Plain-Paper Fax and Copier X100 White;Loja Contoso Austin ;13;86
835549;2017-11-06;The Phone Company Finger Touch Screen Phones M30 Black;Loja Contoso Austin ;6;86
835563;2017-11-06;Fabrikam Social videographer 1'' 25mm E400 Black;Loja Contoso Austin ;6;86
835610;2017-11-06;Contoso Touch Screen Phones - CRT M11 Black;Loja Contoso Austin ;6;86
836073;2017-11-06;Proseware Screen 85in E1010 Silver;Loja Contoso Austin ;6;86
836416;2017-11-07;Contoso Wireless Laser Mouse E50 Grey;Loja Contoso Austin ;6;86
836501;2017-11-07;Fabrikam Business Videographer 1'' 25mm M600 Grey;Loja Contoso Austin ;13;86
836637;2017-11-07;Contoso USB 2.0 Dock Station docking station M800 Grey;Loja Contoso Austin ;13;86
836996;2017-11-07;Contoso ADSL Modem Splitter/Filter X 1 E100 Black;Loja Contoso Austin ;6;86
837467;2017-11-07;Adventure Works LCD17 E200 Black;Loja Contoso Austin ;6;86
838172;2017-11-07;Contoso Touch Screen Phones - CRT M11 Black;Loja Contoso Austin ;6;86
838205;2017-11-07;NT Wireless Bluetooth Stereo Headphones E302 Black;Loja Contoso Austin ;6;86
839138;2017-11-08;Contoso Smart Battery M901 Black;Loja Contoso Austin ;13;86
839313;2017-11-08;Contoso behind Centrex X15 Grey;Loja Contoso Austin ;13;86
839478;2017-11-08;Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Grey;Loja Contoso Austin ;6;86
839996;2017-11-08;WWI CRT17 E106 Black;Loja Contoso Austin ;6;86
840400;2017-11-08;Adventure Works LCD24W X300 White;Loja Contoso Austin ;13;86
840690;2017-11-08;Contoso Phone for MSN E200 Black;Loja Contoso Austin ;6;86
841109;2017-11-08;Contoso Home Theater System 4.1 Channel M1420 Silver;Loja Contoso Austin ;13;86
841116;2017-11-08;Proseware All-In-One Photo Printer M200 Black;Loja Contoso Austin ;13;86
844327;2017-11-10;Proseware Photo Ink Jet Printer M100 Black;Loja Contoso Austin ;13;86
844390;2017-11-10;The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver;Loja Contoso Austin ;13;86
844645;2017-11-10;The Phone Company Smart phones without camera E100 White;Loja Contoso Austin ;6;86
844712;2017-11-10;Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Black;Loja Contoso Austin ;6;86
844962;2017-11-10;Contoso Rubberized Skin BlackBerry E100 Silver;Loja Contoso Austin ;120;86
845144;2017-11-10;SV Car Video AM/FM E1001 Black;Loja Contoso Austin ;6;86
845438;2017-11-10;Fabrikam SLR Camera M150 Orange;Loja Contoso Austin ;13;86
845838;2017-11-10;WWI LCD19 E107 White;Loja Contoso Austin ;6;86
845868;2017-11-10;Proseware Screen 80in E1010 Silver;Loja Contoso Austin ;6;86
846249;2017-11-10;Contoso SLR Camera X144 Silver Grey;Loja Contoso Austin ;13;86
846647;2017-11-11;Adventure Works Laptop8.9 E0890 Red;Loja Contoso Austin ;6;86
849451;2017-11-12;Contoso Home Theater System 4.1 Channel M1400 Brown;Loja Contoso Austin ;13;86
849471;2017-11-12;Contoso Expandable 4-Handset Cordless Phone System M206 Black;Loja Contoso Austin ;13;86
849589;2017-11-12;Contoso Centrex Phone System L10 Black;Loja Contoso Austin ;13;86
850233;2017-11-12;Contoso Home Theater System 2.1 Channel M1210 Silver;Loja Contoso Austin ;13;86
850747;2017-11-12;Proseware Color Ink jet Fax, Copier, Phone M250 White;Loja Contoso Austin ;13;86
850944;2017-11-12;SV 8xDVD E100 Black;Loja Contoso Austin ;6;86
851221;2017-11-12;Adventure Works Desktop PC1.80 ED182 Black;Loja Contoso Austin ;39;86
851472;2017-11-12;Contoso Travel Charger for S-Series Battery E302 Silver;Loja Contoso Austin ;6;86
851762;2017-11-13;Proseware Mobile Receipt and Document Scanner M200 Black;Loja Contoso Austin ;13;86
852165;2017-11-13;The Phone Company PDA Phone Unlocked 3.5 inches M530 Black;Loja Contoso Austin ;13;86
854083;2017-11-13;Fabrikam Trendsetter 1'' 25mm X400 Grey;Loja Contoso Austin ;13;86
857307;2017-11-15;Contoso SLR Camera M145 Blue;Loja Contoso Austin ;13;86
857445;2017-11-15;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Loja Contoso Austin ;13;86
857608;2017-11-15;"Adventure Works 13"" Color TV E25 Silver";Loja Contoso Austin ;6;86
857707;2017-11-15;A. Datum Compact Digital Camera M200 Green;Loja Contoso Austin ;6;86
858554;2017-11-15;Fabrikam Business Videographer 2/3'' 17mm M280 Grey;Loja Contoso Austin ;13;86
858567;2017-11-15;A. Datum Full Frame Digital Camera X300 Black;Loja Contoso Austin ;13;86
858644;2017-11-15;A. Datum Rangefinder Digital Camera X200 Green;Loja Contoso Austin ;13;86
858672;2017-11-15;SV DVD 60 DVD Storage Binder L20 Silver;Loja Contoso Austin ;13;86
859333;2017-11-15;Contoso Connectivity Starter Kit Smart Buy M680 White;Loja Contoso Austin ;13;86
859918;2017-11-16;Fabrikam Independent filmmaker 1/2'' 3mm X300 White;Loja Contoso Austin ;13;86
859953;2017-11-16;Contoso Centrex Phone System L10 White;Loja Contoso Austin ;13;86
859963;2017-11-16;Contoso Wireless Laser Mouse M55 Silver;Loja Contoso Austin ;13;86
860670;2017-11-16;Contoso Telephoto Conversion Lens M350 Black;Loja Contoso Austin ;13;86
860674;2017-11-16;Fabrikam Trendsetter 1'' 25mm X400 White;Loja Contoso Austin ;13;86
861167;2017-11-16;"Fabrikam SLR Camera 35"" X358 Gold";Loja Contoso Austin ;13;86
861224;2017-11-16;A. Datum Consumer Digital Camera M300 Black;Loja Contoso Austin ;13;86
862588;2017-11-17;A. Datum Bridge Digital Camera M300 Black;Loja Contoso Austin ;13;86
862645;2017-11-17;Fabrikam SLR Camera X147 Grey;Loja Contoso Austin ;13;86
862649;2017-11-17;A. Datum SLR-like Digital Camera M400 Pink;Loja Contoso Austin ;13;86
862658;2017-11-17;"Fabrikam Trendsetter 1"" 25mm X400 Blue";Loja Contoso Austin ;13;86
862933;2017-11-17;Contoso DVD 7-Inch Player Portable E200 Black;Loja Contoso Austin ;6;86
863326;2017-11-17;Proseware Ink Jet Wireless All-In-One Printer M400 Green;Loja Contoso Austin ;13;86
